Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
8060,8060,8060,34,4,127875,9,4,1,1,4,0,0,0,20,39,0
8061,8061,8061,27,6,132686,11,2,14,0,4,1,0,0,50,39,0
8062,8062,8062,44,5,240900,9,2,12,0,4,1,0,0,40,39,1
8063,8063,8063,35,4,65876,8,2,3,0,4,1,0,0,42,39,1
8064,8064,8064,46,7,165852,15,2,4,0,4,1,0,0,40,39,1
8065,8065,8065,30,6,437458,15,2,12,0,4,1,0,0,40,39,1
8066,8066,8066,63,6,261995,15,2,4,0,4,1,0,0,40,39,1
8067,8067,8067,37,4,342480,9,2,4,0,2,1,0,0,40,39,1
8068,8068,8068,58,4,270131,4,6,8,4,4,0,0,0,70,26,0
8069,8069,8069,48,4,216414,9,2,4,0,4,1,0,1977,70,39,1
8070,8070,8070,30,4,259425,0,4,7,1,4,1,0,0,50,39,0
8071,8071,8071,45,4,144086,11,2,3,0,4,1,0,0,40,39,1
8072,8072,8072,63,6,246124,9,2,10,0,4,1,0,0,50,39,0
8073,8073,8073,53,4,321865,14,4,1,1,4,1,0,0,40,39,1
8074,8074,8074,42,4,32080,11,5,7,4,4,0,0,0,40,39,0
8075,8075,8075,31,2,201697,9,2,10,5,4,0,0,0,40,39,1
8076,8076,8076,32,2,300687,12,4,10,1,2,1,0,0,40,39,0
8077,8077,8077,27,4,307724,15,4,1,1,4,0,0,0,40,0,0
8078,8078,8078,60,4,40856,11,3,3,1,4,1,0,1741,40,39,0
8079,8079,8079,24,0,115085,11,2,0,2,4,1,0,0,40,39,0
8080,8080,8080,37,7,202139,9,4,10,1,4,0,0,0,20,39,0
8081,8081,8081,34,4,190151,11,5,1,4,4,0,0,0,32,39,0
8082,8082,8082,40,2,208277,9,0,10,4,4,0,0,0,35,39,0
8083,8083,8083,19,4,107405,15,4,1,1,4,0,0,0,40,39,0
8084,8084,8084,21,4,194096,15,4,1,3,4,0,0,0,40,39,0
8085,8085,8085,36,4,162029,11,4,1,1,4,0,3325,0,40,39,0
8086,8086,8086,46,4,172155,9,2,7,0,4,1,0,0,40,29,0
8087,8087,8087,51,5,114674,15,2,4,0,4,1,0,0,55,39,1
8088,8088,8088,27,4,116298,11,5,3,1,4,1,0,0,40,39,0
8089,8089,8089,50,2,320510,15,2,11,0,4,1,7298,0,56,39,1
8090,8090,8090,31,4,158144,15,4,1,1,4,0,0,0,40,39,0
8091,8091,8091,34,4,181651,11,0,3,1,4,1,0,0,40,39,0
8092,8092,8092,32,4,51150,2,2,8,5,4,0,0,0,40,39,0
8093,8093,8093,41,7,118544,15,0,8,3,4,1,0,0,12,39,0
8094,8094,8094,54,4,85423,11,2,14,0,4,1,0,0,40,39,1
8095,8095,8095,34,4,56460,9,4,12,4,4,0,0,0,41,39,0
8096,8096,8096,28,4,211208,9,2,3,0,4,1,0,0,50,39,0
8097,8097,8097,17,4,154337,1,4,8,3,4,0,0,0,13,39,0
8098,8098,8098,22,4,125542,1,4,5,1,4,1,0,0,40,39,0
8099,8099,8099,47,4,175847,4,2,14,5,4,0,0,0,40,26,1
8100,8100,8100,34,4,229731,11,3,8,1,4,0,0,0,35,8,0
8101,8101,8101,45,6,40666,8,2,5,0,4,1,2885,0,60,39,0
8102,8102,8102,58,1,215900,11,4,1,2,0,1,0,0,40,39,0
8103,8103,8103,75,0,186792,11,6,0,1,4,0,0,0,16,39,0
8104,8104,8104,18,0,151552,1,4,0,2,4,0,0,0,15,39,0
8105,8105,8105,45,4,122002,15,0,1,1,2,1,0,0,40,39,0
8106,8106,8106,32,4,32174,11,2,8,5,4,0,0,0,40,39,0
8107,8107,8107,34,4,349148,15,2,8,0,4,1,0,0,63,39,0
8108,8108,8108,34,4,209691,15,0,14,1,4,1,0,0,66,39,0
8109,8109,8109,49,4,163021,11,0,4,4,4,0,0,0,40,39,0
8110,8110,8110,18,2,283342,0,4,3,3,2,1,0,0,40,39,0
8111,8111,8111,41,0,45186,15,2,0,0,4,1,0,0,40,39,0
8112,8112,8112,41,4,175398,11,0,7,1,4,0,0,0,45,39,0
8113,8113,8113,30,4,175455,11,4,8,3,4,0,0,0,40,39,0
8114,8114,8114,17,4,194946,1,4,8,3,4,0,0,0,20,39,0
8115,8115,8115,58,0,183869,11,2,0,0,4,1,3411,0,80,39,0
8116,8116,8116,19,0,167428,15,4,0,3,4,1,0,0,40,39,0
8117,8117,8117,35,4,227615,11,4,3,1,4,1,0,0,50,39,0
8118,8118,8118,44,2,196797,9,2,10,5,2,0,0,0,36,39,1
8119,8119,8119,28,2,273051,9,4,13,1,4,1,0,0,40,39,0
8120,8120,8120,42,2,27085,15,2,1,0,4,1,0,0,40,39,0
8121,8121,8121,45,4,235646,15,4,4,1,4,1,0,0,45,39,0
8122,8122,8122,25,0,168358,11,4,0,3,4,1,0,0,40,39,0
8123,8123,8123,40,4,167725,11,0,7,1,4,1,0,0,40,39,0
8124,8124,8124,20,4,91819,15,4,6,3,4,1,0,0,20,39,0
8125,8125,8125,27,4,105830,15,4,4,4,4,0,0,0,40,39,0
8126,8126,8126,59,4,201159,2,6,7,2,4,0,0,0,48,39,0
8127,8127,8127,18,4,137363,15,4,8,3,4,0,0,0,20,39,0
8128,8128,8128,27,6,164725,11,2,8,5,4,0,3464,0,35,39,0
8129,8129,8129,47,4,29438,11,0,14,1,4,1,0,0,70,39,0
8130,8130,8130,67,4,131656,9,2,14,0,4,1,0,2392,24,39,1
8131,8131,8131,33,7,35306,6,4,8,3,4,0,0,0,44,39,0
8132,8132,8132,63,4,198206,15,0,8,1,4,0,0,0,30,39,0
8133,8133,8133,40,4,103513,12,2,12,0,4,1,0,0,40,39,0
8134,8134,8134,30,4,143078,14,4,10,1,4,1,0,0,40,39,0
8135,8135,8135,28,4,109494,15,2,1,0,4,1,0,1485,40,39,0
8136,8136,8136,28,4,52732,5,4,3,3,4,1,0,0,40,39,0
8137,8137,8137,49,6,164495,7,2,4,0,4,1,0,0,35,11,0
8138,8138,8138,20,6,105997,15,4,12,1,4,0,0,0,25,39,0
8139,8139,8139,49,1,105959,15,2,1,0,4,1,0,0,41,39,1
8140,8140,8140,18,4,216540,1,4,3,3,4,1,0,0,40,39,0
8141,8141,8141,28,4,159623,11,2,3,0,4,1,0,0,40,39,0
8142,8142,8142,45,1,87207,11,2,1,5,4,0,0,0,37,39,0
8143,8143,8143,57,4,47621,6,2,8,5,4,0,0,0,38,39,0
8144,8144,8144,35,4,190297,9,2,12,0,4,1,0,1977,65,39,1
8145,8145,8145,66,4,48034,11,2,14,0,4,1,0,0,16,39,0
8146,8146,8146,47,2,162236,9,0,10,1,4,0,0,0,35,39,1
8147,8147,8147,57,4,104724,11,2,14,0,4,1,0,0,40,39,1
8148,8148,8148,25,4,129806,11,2,7,0,4,1,0,0,48,39,0
8149,8149,8149,35,4,170174,15,0,7,1,4,1,0,0,40,39,0
8150,8150,8150,23,2,265148,9,4,10,4,4,1,0,0,40,39,0
8151,8151,8151,29,4,192237,15,4,12,1,4,1,0,0,40,39,0
8152,8152,8152,18,4,406491,15,4,1,1,4,0,0,0,40,39,0
8153,8153,8153,23,4,231866,15,4,8,3,4,1,0,0,40,39,0
8154,8154,8154,22,4,292055,8,4,12,1,4,0,0,0,37,39,0
8155,8155,8155,30,4,140612,11,2,3,0,4,1,0,2051,40,39,0
8156,8156,8156,26,4,191573,7,2,10,5,4,0,0,0,40,39,1
8157,8157,8157,52,4,203635,11,2,6,0,4,1,0,0,40,39,1
8158,8158,8158,30,4,171483,11,4,3,3,4,1,0,0,38,39,0
8159,8159,8159,36,4,68798,11,4,8,1,4,1,0,0,30,39,0
8160,8160,8160,34,4,31752,11,0,7,2,4,0,0,0,40,0,0
8161,8161,8161,59,0,291856,11,2,0,0,4,1,0,0,40,39,0
8162,8162,8162,26,4,135848,9,4,12,1,4,1,0,0,10,13,0
8163,8163,8163,22,4,72887,15,4,8,3,1,1,0,0,24,39,0
8164,8164,8164,47,4,275163,11,2,3,0,4,1,0,0,45,39,0
8165,8165,8165,65,4,29276,11,6,8,1,4,0,2538,0,50,39,0
8166,8166,8166,50,4,224207,9,2,10,0,4,1,0,0,40,39,1
8167,8167,8167,50,2,237356,15,2,11,0,4,1,7298,0,40,39,1
8168,8168,8168,29,4,393829,11,2,3,0,4,1,0,0,50,39,1
8169,8169,8169,58,6,193720,11,0,7,4,4,1,0,0,20,39,0
8170,8170,8170,56,6,140729,11,2,7,0,4,1,0,0,45,39,0
8171,8171,8171,22,4,54560,11,2,14,0,4,1,0,0,60,39,0
8172,8172,8172,34,6,214288,11,2,14,0,4,1,3411,0,80,39,0
8173,8173,8173,45,5,88500,9,2,12,0,4,1,7298,0,40,39,1
8174,8174,8174,30,4,287092,11,0,4,1,4,0,2354,0,40,39,0
8175,8175,8175,40,4,225263,15,2,4,5,4,0,0,0,45,39,1
8176,8176,8176,52,2,140027,11,6,8,1,4,0,0,0,20,39,0
8177,8177,8177,44,4,32000,9,2,12,0,4,1,0,0,45,39,0
8178,8178,8178,44,4,228516,11,4,8,4,4,1,0,0,20,32,0
8179,8179,8179,27,4,157612,9,5,4,1,4,0,0,0,60,39,0
8180,8180,8180,24,4,197200,11,4,3,3,4,1,0,0,44,39,0
8181,8181,8181,28,4,89598,9,4,4,3,4,0,0,0,45,39,0
8182,8182,8182,40,4,153799,9,2,12,5,4,0,0,0,72,0,1
8183,8183,8183,67,0,101761,15,2,0,0,4,1,0,0,40,39,1
8184,8184,8184,49,4,225456,9,2,4,0,4,1,0,0,40,39,1
8185,8185,8185,36,4,348960,15,2,3,0,4,1,0,0,40,39,0
8186,8186,8186,17,2,157111,0,4,5,3,4,1,0,0,40,39,0
8187,8187,8187,51,6,85877,11,0,4,1,4,0,99999,0,60,39,1
8188,8188,8188,72,6,32819,12,2,3,0,4,1,0,0,30,39,0
8189,8189,8189,21,0,517995,11,4,0,3,4,1,0,0,20,39,0
8190,8190,8190,59,4,103948,11,2,6,0,4,1,0,0,40,39,0
8191,8191,8191,32,4,96016,9,4,10,1,4,1,0,0,40,39,0
8192,8192,8192,21,4,60668,11,4,7,3,4,1,0,0,50,39,0
8193,8193,8193,29,2,270379,11,4,8,4,2,0,0,0,40,39,0
8194,8194,8194,29,4,190756,1,2,3,0,4,1,0,0,44,39,0
8195,8195,8195,59,2,221417,11,2,11,0,4,1,0,0,40,39,1
8196,8196,8196,23,4,158940,15,2,6,0,4,1,0,0,55,39,0
8197,8197,8197,67,7,121395,9,2,10,0,1,1,0,0,12,39,0
8198,8198,8198,26,4,196866,11,4,12,1,4,0,0,0,38,39,0
8199,8199,8199,35,4,302239,15,4,1,1,4,0,0,0,40,39,0
8200,8200,8200,41,4,718736,15,6,8,4,4,0,0,0,40,39,0
8201,8201,8201,31,4,178615,9,2,10,0,4,1,0,0,40,39,0
8202,8202,8202,29,4,158096,9,4,7,1,4,1,0,0,40,39,0
8203,8203,8203,19,0,317988,15,4,0,1,4,1,0,0,15,39,0
8204,8204,8204,23,4,325596,9,4,13,1,4,1,0,0,40,39,0
8205,8205,8205,31,4,120461,15,4,4,1,4,0,0,0,50,39,0
8206,8206,8206,80,0,30680,5,2,0,0,4,1,0,0,35,39,0
8207,8207,8207,22,4,125010,9,4,10,1,4,0,0,0,30,39,0
8208,8208,8208,67,4,268781,9,2,1,0,4,1,0,1510,8,39,0
8209,8209,8209,46,4,36020,9,2,1,0,4,1,0,0,40,39,0
8210,8210,8210,35,4,433682,9,4,13,1,2,1,0,0,40,39,0
8211,8211,8211,32,2,349148,7,2,3,0,4,1,0,0,40,39,1
8212,8212,8212,44,5,148805,11,0,8,4,4,0,0,0,33,39,0
8213,8213,8213,24,4,285775,9,4,1,1,4,1,0,0,40,39,0
8214,8214,8214,46,2,126524,9,2,10,5,4,0,0,1902,40,39,1
8215,8215,8215,52,4,270221,9,2,10,0,4,1,15024,0,44,39,1
8216,8216,8216,24,4,117222,11,0,6,3,4,1,0,0,40,39,0
8217,8217,8217,31,4,118941,11,4,1,3,4,0,0,0,35,39,0
8218,8218,8218,59,4,172667,11,2,14,0,4,1,0,0,40,39,0
8219,8219,8219,35,4,241306,11,2,7,0,4,1,5013,0,40,39,0
8220,8220,8220,33,7,292317,6,2,5,0,4,1,0,0,40,39,0
8221,8221,8221,34,4,182918,9,2,12,0,4,1,7298,0,46,39,1
8222,8222,8222,76,6,106430,6,2,5,0,4,1,0,0,40,39,0
8223,8223,8223,41,0,119207,11,0,0,1,4,1,0,0,40,39,0
8224,8224,8224,33,4,377692,7,4,13,1,4,1,0,0,40,39,0
8225,8225,8225,47,4,284907,11,2,4,0,4,1,0,0,40,39,0
8226,8226,8226,65,1,190160,15,6,1,1,4,1,0,1944,20,31,0
8227,8227,8227,65,5,226215,9,4,4,1,4,1,0,0,40,39,0
8228,8228,8228,45,4,169324,6,0,8,4,2,0,0,0,40,14,0
8229,8229,8229,22,4,191460,0,4,12,4,2,0,0,0,40,39,0
8230,8230,8230,36,6,219155,15,2,12,0,4,1,0,0,50,39,1
8231,8231,8231,66,0,52654,1,2,0,0,4,1,0,0,32,39,0
8232,8232,8232,64,6,198466,11,6,12,1,4,0,0,0,70,39,0
8233,8233,8233,47,4,255965,14,2,10,0,4,1,15024,0,50,39,1
8234,8234,8234,38,0,54953,11,0,0,1,4,1,0,0,30,39,0
8235,8235,8235,25,4,290441,7,4,1,1,2,0,0,0,40,39,0
8236,8236,8236,44,1,206927,9,2,4,0,4,1,7688,0,40,39,1
8237,8237,8237,66,5,165609,15,2,12,0,4,1,0,0,50,39,0
8238,8238,8238,33,5,206609,11,4,3,3,4,1,0,1876,50,39,0
8239,8239,8239,64,4,211846,0,2,11,0,4,1,0,0,40,39,0
8240,8240,8240,17,4,102446,2,4,6,3,4,1,0,0,35,39,0
8241,8241,8241,26,4,114483,11,4,3,3,4,1,0,0,40,39,0
8242,8242,8242,43,4,199657,11,5,1,4,4,0,0,0,20,39,0
8243,8243,8243,40,4,192878,0,0,7,1,4,1,0,0,40,39,0
8244,8244,8244,43,4,346081,14,2,10,0,4,1,15024,0,50,39,1
8245,8245,8245,24,4,26668,9,2,1,5,4,0,0,0,40,33,0
8246,8246,8246,72,0,272425,11,2,0,0,4,1,3818,0,4,39,0
8247,8247,8247,68,2,159643,11,2,1,0,4,1,0,0,15,39,0
8248,8248,8248,51,0,22743,11,4,0,3,4,1,0,0,50,39,0
8249,8249,8249,21,4,142875,0,2,12,0,4,1,0,0,44,39,0
8250,8250,8250,18,0,256304,11,4,0,3,2,0,0,0,30,39,0
8251,8251,8251,36,4,163380,0,4,6,3,4,1,0,0,40,39,0
8252,8252,8252,48,4,162187,9,2,4,0,4,1,0,0,48,39,1
8253,8253,8253,32,4,153353,11,2,3,0,4,1,0,0,40,39,1
8254,8254,8254,75,5,134414,15,2,12,0,4,1,0,0,50,39,0
8255,8255,8255,25,4,39212,9,2,4,0,4,1,0,0,40,39,0
8256,8256,8256,42,4,344060,11,2,12,0,4,1,7298,0,40,24,1
8257,8257,8257,17,2,140240,1,4,1,3,4,0,0,0,20,39,0
8258,8258,8258,70,0,210722,14,0,0,1,4,1,2538,0,45,39,0
8259,8259,8259,32,4,285946,9,4,4,1,4,0,0,0,50,39,0
8260,8260,8260,34,4,216645,11,2,7,0,4,1,0,0,40,39,1
8261,8261,8261,54,4,54065,5,0,7,1,2,1,0,0,40,39,0
8262,8262,8262,24,4,44159,2,4,8,2,3,1,0,0,40,6,0
8263,8263,8263,46,4,188729,7,4,3,1,2,0,0,0,50,39,0
8264,8264,8264,44,6,296982,11,2,12,0,4,1,0,0,48,0,0
8265,8265,8265,56,2,277203,9,2,11,0,4,1,0,0,40,39,1
8266,8266,8266,39,4,153949,11,2,8,0,4,1,0,0,30,39,0
8267,8267,8267,46,1,269890,9,2,4,0,2,1,0,0,40,39,0
8268,8268,8268,35,1,61518,11,2,10,0,4,1,0,0,60,39,0
8269,8269,8269,39,4,176050,15,2,4,0,4,1,0,1848,47,39,1
8270,8270,8270,25,4,202700,11,4,12,4,4,0,0,0,35,39,0
8271,8271,8271,18,4,477083,1,4,12,1,4,1,0,0,30,39,0
8272,8272,8272,50,4,221532,11,2,3,0,4,1,0,0,40,39,1
8273,8273,8273,43,4,282155,7,0,10,1,4,0,4650,0,40,39,0
8274,8274,8274,38,4,365307,11,5,1,1,4,0,0,0,32,39,0
8275,8275,8275,26,4,248776,15,4,1,1,4,0,0,0,40,39,0
8276,8276,8276,48,4,166863,12,2,4,0,4,1,0,0,40,39,1
8277,8277,8277,42,4,191149,11,2,12,5,4,0,0,0,40,39,1
8278,8278,8278,22,4,126822,0,4,12,3,4,0,0,0,30,39,0
8279,8279,8279,20,4,281743,15,4,8,3,4,1,0,0,50,39,0
8280,8280,8280,27,4,212041,9,4,3,1,4,1,0,0,50,39,0
8281,8281,8281,31,4,264351,5,4,7,3,4,1,0,0,40,26,0
8282,8282,8282,54,4,117198,11,6,1,4,2,0,0,0,40,39,0
8283,8283,8283,38,4,202937,7,2,1,5,4,0,0,0,40,39,1
8284,8284,8284,53,0,201062,11,2,0,5,2,0,0,0,2,39,0
8285,8285,8285,51,4,96062,11,2,14,0,4,1,0,0,40,39,0
8286,8286,8286,54,6,99902,15,2,3,0,4,1,0,0,40,21,1
8287,8287,8287,54,4,76268,11,6,4,1,4,0,0,0,80,39,0
8288,8288,8288,64,4,200517,11,2,1,0,4,1,0,0,39,39,0
8289,8289,8289,48,0,222478,11,2,0,0,4,1,0,0,20,39,0
8290,8290,8290,19,0,168471,15,4,0,3,4,1,0,0,15,39,0
8291,8291,8291,52,4,403027,11,2,12,0,4,1,0,0,50,39,0
8292,8292,8292,34,6,201292,8,2,5,0,4,1,0,0,50,39,0
8293,8293,8293,39,6,360814,2,2,3,0,4,1,0,0,50,39,0
8294,8294,8294,51,4,155574,11,2,3,0,4,1,0,0,40,39,1
8295,8295,8295,48,4,135525,15,6,1,4,4,0,0,0,40,39,1
8296,8296,8296,42,6,24763,9,0,3,1,4,1,0,0,65,39,0
8297,8297,8297,38,5,184456,11,2,12,0,4,1,0,0,55,22,1
8298,8298,8298,40,4,30412,9,4,10,1,4,0,0,0,40,39,0
8299,8299,8299,37,7,93225,7,2,4,0,4,1,0,0,45,39,0
8300,8300,8300,60,6,359988,15,2,8,5,4,0,0,0,12,39,0
8301,8301,8301,60,6,122314,11,2,5,0,4,1,0,0,65,39,0
8302,8302,8302,59,1,51662,11,6,1,4,4,0,0,0,40,39,0
8303,8303,8303,30,4,137991,8,4,8,1,4,0,0,0,41,39,0
8304,8304,8304,47,7,119458,11,2,11,0,0,1,0,0,40,39,0
8305,8305,8305,42,4,208068,9,2,1,0,3,1,7298,0,40,26,1
8306,8306,8306,32,4,219553,1,2,3,0,4,1,0,0,60,39,0
8307,8307,8307,23,4,308924,11,2,3,2,4,1,0,0,40,39,0
8308,8308,8308,27,4,169748,11,0,6,1,4,1,0,0,40,39,0
8309,8309,8309,55,4,164970,11,2,8,0,2,1,0,0,38,39,0
8310,8310,8310,39,4,190987,8,0,1,4,4,0,0,0,50,39,0
8311,8311,8311,33,4,250804,9,2,4,0,4,1,0,0,50,9,0
8312,8312,8312,30,4,85374,15,4,6,1,4,1,0,0,45,39,0
8313,8313,8313,81,4,39667,11,2,14,0,2,1,0,0,20,39,0
8314,8314,8314,41,4,84817,8,0,10,4,4,0,3887,0,40,39,0
8315,8315,8315,38,4,227615,1,2,3,0,4,1,0,0,40,26,0
8316,8316,8316,54,4,155737,9,0,12,1,4,0,8614,0,40,39,1
8317,8317,8317,38,4,133935,11,2,3,0,4,1,0,0,41,8,1
8318,8318,8318,22,1,316438,11,4,10,3,4,1,0,0,35,39,0
8319,8319,8319,44,4,107433,15,2,12,0,4,1,0,0,55,39,1
8320,8320,8320,36,7,28572,15,4,6,1,4,1,0,0,38,39,0
8321,8321,8321,32,6,291414,10,2,10,0,4,1,0,0,35,39,1
8322,8322,8322,22,4,202153,15,4,8,3,4,0,0,0,40,39,0
8323,8323,8323,45,4,324655,9,4,10,1,4,1,0,0,40,39,0
8324,8324,8324,32,6,27207,1,2,5,0,4,1,0,0,80,39,0
8325,8325,8325,30,4,184435,11,4,1,1,2,1,0,0,40,39,0
8326,8326,8326,34,4,122749,15,2,6,0,4,1,0,0,32,39,0
8327,8327,8327,36,4,181146,12,2,10,0,1,1,0,0,40,19,0
8328,8328,8328,21,4,225311,11,0,7,1,4,0,0,0,40,39,0
8329,8329,8329,40,6,33474,12,2,12,0,4,1,0,0,60,39,0
8330,8330,8330,42,4,126319,11,4,1,3,4,0,0,0,35,39,0
8331,8331,8331,52,4,247806,12,2,4,0,4,1,15024,0,50,39,1
8332,8332,8332,50,4,85815,8,0,10,1,1,1,0,0,38,39,1
8333,8333,8333,48,4,204629,9,2,10,0,4,1,0,0,40,39,1
8334,8334,8334,63,4,195540,8,0,4,1,2,1,0,1408,40,39,0
8335,8335,8335,27,4,113866,11,4,8,1,4,0,0,0,30,39,0
8336,8336,8336,31,4,114691,1,4,3,1,4,1,0,0,40,21,0
8337,8337,8337,22,0,227943,15,4,0,1,4,1,0,0,44,39,0
8338,8338,8338,45,4,310260,15,2,14,0,4,1,0,0,60,39,1
8339,8339,8339,35,4,189922,8,2,13,0,4,1,0,0,52,39,1
8340,8340,8340,54,4,249949,15,0,7,1,2,0,0,0,40,39,0
8341,8341,8341,23,0,38455,15,4,0,1,4,1,0,0,11,39,0
8342,8342,8342,51,4,123429,11,2,3,0,4,1,15024,0,40,39,1
8343,8343,8343,71,4,99549,4,2,4,0,4,1,0,0,40,39,0
8344,8344,8344,50,4,98954,15,2,5,0,4,1,0,0,40,39,1
8345,8345,8345,36,4,49794,11,2,3,0,4,1,0,0,45,39,0
8346,8346,8346,47,0,80451,5,2,0,0,4,1,0,0,40,39,0
8347,8347,8347,38,4,129764,15,0,12,4,4,1,1506,0,50,39,0
8348,8348,8348,29,4,189702,9,4,10,1,4,1,10520,0,50,39,1
8349,8349,8349,59,6,78020,5,2,4,0,4,1,0,0,40,39,0
8350,8350,8350,27,4,182843,11,0,8,4,4,1,0,0,40,39,0
8351,8351,8351,42,4,53956,11,2,6,0,4,1,0,0,40,39,0
8352,8352,8352,31,7,223376,9,4,1,4,2,0,0,0,40,39,0
8353,8353,8353,44,1,151933,15,2,1,0,4,1,0,1485,40,39,1
8354,8354,8354,47,4,100931,12,0,10,1,4,1,0,0,45,39,0
8355,8355,8355,23,4,442478,15,4,14,3,4,1,0,0,15,39,0
8356,8356,8356,24,4,153082,11,4,8,1,4,1,0,0,35,39,0
8357,8357,8357,46,4,182414,10,2,10,0,4,1,0,0,55,39,1
8358,8358,8358,35,2,217926,15,2,10,0,2,1,0,0,40,39,0
8359,8359,8359,36,4,176536,15,5,1,2,0,0,0,0,42,39,0
8360,8360,8360,37,4,237943,8,2,3,0,4,1,0,0,50,31,0
8361,8361,8361,20,4,117789,15,4,12,3,4,0,0,0,10,39,0
8362,8362,8362,59,4,113838,9,6,10,1,4,0,4650,0,37,39,0
8363,8363,8363,17,4,278414,1,4,8,3,4,1,0,0,15,39,0
8364,8364,8364,36,4,122493,11,2,3,0,4,1,0,0,40,39,0
8365,8365,8365,57,4,110820,11,2,3,0,4,1,0,0,40,39,1
8366,8366,8366,28,4,106141,11,2,3,0,4,1,99999,0,40,39,1
8367,8367,8367,43,6,215896,15,2,7,5,4,0,0,0,50,39,0
8368,8368,8368,49,4,547108,9,2,13,0,1,1,15024,0,40,0,1
8369,8369,8369,50,1,169078,11,2,4,0,4,1,4386,0,40,39,1
8370,8370,8370,69,6,227906,11,2,3,0,4,1,3456,0,30,11,0
8371,8371,8371,57,4,61298,4,5,7,2,4,0,0,0,40,7,0
8372,8372,8372,49,4,184285,11,2,1,0,4,1,0,0,40,39,1
8373,8373,8373,48,4,64156,15,2,4,0,4,1,0,0,45,39,0
8374,8374,8374,61,4,56248,3,2,7,0,4,1,0,0,60,39,1
8375,8375,8375,51,4,171275,5,0,8,1,3,1,0,0,40,29,0
8376,8376,8376,41,4,123490,8,2,13,0,4,1,0,0,40,39,1
8377,8377,8377,60,4,420842,7,0,9,2,4,0,0,0,40,0,0
8378,8378,8378,40,4,51233,9,0,7,4,4,0,0,0,38,39,0
8379,8379,8379,36,4,353263,9,0,1,4,4,0,0,0,40,39,0
8380,8380,8380,17,4,262031,2,4,8,2,4,1,0,0,20,39,0
8381,8381,8381,50,4,334421,14,4,10,2,1,0,0,1590,25,3,0
8382,8382,8382,24,4,200153,8,4,1,3,4,0,0,0,40,39,0
8383,8383,8383,70,0,187972,11,2,0,0,4,1,0,0,40,39,0
8384,8384,8384,29,1,360186,11,4,8,4,4,1,0,0,40,39,0
8385,8385,8385,20,4,368832,15,4,8,1,4,0,0,0,25,39,0
8386,8386,8386,36,4,359131,15,4,4,1,4,0,0,0,50,39,0
8387,8387,8387,35,6,295279,9,0,12,1,4,1,0,0,37,39,0
8388,8388,8388,34,4,378272,11,2,7,0,4,1,0,0,40,39,0
8389,8389,8389,18,4,150817,1,4,12,3,4,0,0,0,20,39,0
8390,8390,8390,40,6,145246,15,0,10,3,4,1,0,0,40,39,0
8391,8391,8391,51,4,185490,11,0,12,1,4,0,0,0,40,39,0
8392,8392,8392,29,4,217424,12,4,4,1,4,0,0,0,50,39,1
8393,8393,8393,24,4,190483,11,4,1,3,4,0,0,0,40,39,0
8394,8394,8394,50,6,391016,7,2,3,0,4,1,0,0,50,39,0
8395,8395,8395,38,4,30509,8,2,10,5,4,0,3908,0,50,39,0
8396,8396,8396,28,4,267661,9,4,13,1,4,1,0,0,45,39,0
8397,8397,8397,57,4,197369,11,2,11,0,4,1,0,0,40,39,0
8398,8398,8398,49,6,393691,15,2,10,0,4,1,0,0,40,39,1
8399,8399,8399,46,4,168441,15,2,3,0,4,1,0,0,45,39,1
8400,8400,8400,47,5,85109,10,2,10,0,4,1,0,0,50,39,0
8401,8401,8401,22,4,190457,0,4,8,1,4,0,0,0,35,39,0
8402,8402,8402,37,6,289430,0,2,3,0,4,1,0,0,40,26,0
8403,8403,8403,39,4,166697,11,4,7,3,4,0,0,0,35,39,0
8404,8404,8404,24,2,310355,9,2,10,0,4,1,0,0,20,11,0
8405,8405,8405,31,4,300828,11,4,6,1,2,1,0,0,30,39,0
8406,8406,8406,20,4,188923,15,4,8,3,4,0,0,0,37,39,0
8407,8407,8407,36,4,167482,15,2,3,0,4,1,0,0,40,39,1
8408,8408,8408,29,4,114968,8,2,10,0,4,1,0,0,40,39,0
8409,8409,8409,42,4,102988,12,2,10,0,4,1,0,0,55,7,1
8410,8410,8410,67,2,330144,8,2,11,0,4,1,0,0,18,39,0
8411,8411,8411,47,4,362654,12,2,10,0,4,1,0,0,40,39,1
8412,8412,8412,35,4,179481,9,2,4,0,4,1,0,0,60,39,1
8413,8413,8413,42,4,204817,9,2,8,0,2,1,0,0,35,39,0
8414,8414,8414,32,4,172402,15,4,1,4,3,0,0,0,40,39,0
8415,8415,8415,44,4,54611,11,2,3,0,4,1,0,0,40,39,0
8416,8416,8416,42,7,179151,15,2,5,0,4,1,0,0,40,39,0
8417,8417,8417,17,4,30829,1,4,8,3,4,0,0,0,12,39,0
8418,8418,8418,50,4,474229,11,0,7,3,4,1,0,0,40,39,0
8419,8419,8419,46,6,246981,9,4,10,1,2,1,0,0,23,39,0
8420,8420,8420,39,4,271610,11,2,14,0,4,1,0,0,60,39,1
8421,8421,8421,25,4,179138,11,2,3,0,4,1,0,0,40,39,0
8422,8422,8422,19,2,268722,15,4,12,2,4,0,0,0,20,39,0
8423,8423,8423,46,4,111410,1,2,3,0,4,1,0,0,40,39,0
